MedInc,HouseAge,AveBedrms,Population,AveOccup,Longitude
0.9218,21.0,1.0342465753424657,735.0,1.678082191780822,-122.27
1.5045,43.0,1.1203931203931203,1061.0,2.6068796068796067,-122.27
1.1108,41.0,1.1847222222222222,1959.0,2.720833333333333,-122.27
1.2475,52.0,1.14,1162.0,2.905,-122.27
1.6098,52.0,1.0085836909871244,701.0,3.0085836909871246,-122.28
1.4113,52.0,1.1045454545454545,576.0,2.618181818181818,-122.28
1.5057,52.0,1.111969111969112,622.0,2.4015444015444016,-122.28
0.8172,52.0,1.3729508196721312,728.0,2.9836065573770494,-122.28
1.2171,52.0,1.1217105263157894,1074.0,3.5328947368421053,-122.28
2.5625,2.0,0.7543859649122807,94.0,1.6491228070175439,-122.29
3.3929,52.0,1.1283422459893049,554.0,2.962566844919786,-122.29
6.1183,49.0,1.2608695652173914,86.0,3.739130434782609,-122.29
0.9011,50.0,1.5573770491803278,377.0,3.0901639344262297,-122.29
1.191,52.0,1.490566037735849,521.0,3.2767295597484276,-122.3
2.5938,48.0,1.368421052631579,392.0,2.9473684210526314,-122.3
1.1667,52.0,1.1176470588235294,604.0,3.229946524064171,-122.3
0.8056,48.0,1.0662650602409638,788.0,2.3734939759036147,-122.3
2.6094,52.0,1.6598639455782314,492.0,3.3469387755102042,-122.29
1.8516,52.0,1.329268292682927,274.0,3.341463414634146,-122.3
0.9802,46.0,1.0540098199672667,1823.0,2.983633387888707,-122.29
1.7719,26.0,1.1968503937007875,392.0,3.0866141732283463,-122.29
0.7286,46.0,1.0722021660649819,582.0,2.101083032490975,-122.29
1.75,49.0,1.3421052631578947,560.0,3.6842105263157894,-122.29
0.4999,46.0,0.5714285714285714,18.0,2.5714285714285716,-122.29
2.483,20.0,1.2105263157894737,290.0,2.180451127819549,-122.29
0.9241,17.0,1.0523917995444192,762.0,1.7357630979498861,-122.28
2.4464,36.0,1.1041257367387034,1236.0,2.4282907662082516,-122.28
1.1111,19.0,1.173913043478261,721.0,3.4830917874396135,-122.28
0.8026,23.0,1.1507692307692308,1054.0,3.243076923076923,-122.29
2.0114,38.0,1.135483870967742,344.0,2.2193548387096773,-122.28
1.5,17.0,1.0,609.0,2.1072664359861593,-122.28
1.1667,52.0,1.0,183.0,3.267857142857143,-122.27
1.5208,52.0,1.1149425287356323,200.0,2.2988505747126435,-122.28
0.8075,52.0,1.0580645161290323,346.0,2.232258064516129,-122.28
1.8088,35.0,1.0887573964497042,467.0,2.7633136094674557,-122.28
2.4083,52.0,1.2434782608695651,377.0,3.2782608695652176,-122.28
0.977,40.0,1.186842105263158,582.0,1.5315789473684212,-122.27
0.76,10.0,1.0545454545454545,546.0,1.6545454545454545,-122.27
0.9722,10.0,1.0769230769230769,125.0,3.2051282051282053,-122.27
1.2434,52.0,0.9176470588235294,396.0,4.658823529411765,-122.27
2.0938,16.0,1.0828729281767955,800.0,2.2099447513812156,-122.27
0.8668,52.0,0.9886363636363636,904.0,10.272727272727273,-122.28
0.75,52.0,0.9117647058823529,191.0,5.617647058823529,-122.28
2.6354,27.0,1.1490066225165563,718.0,2.377483443708609,-122.27
1.8477,39.0,1.3340471092077089,1327.0,2.841541755888651,-122.27
2.0096,36.0,1.066293585880327,3469.0,1.493327593628928,-122.26
2.8345,31.0,1.1279661016949152,2048.0,1.735593220338983,-122.26
2.0062,29.0,1.1758241758241759,202.0,2.21978021978022,-122.26
1.2185,22.0,1.016,2024.0,1.6192,-122.26
2.6104,37.0,1.1071428571428572,1838.0,1.8755102040816327,-122.26
2.4912,29.0,1.1312,2304.0,1.8432,-122.25
3.2177,28.0,1.070808283233133,2563.0,1.7120908483633934,-122.25
3.125,39.0,1.0614035087719298,389.0,1.706140350877193,-122.25
2.5795,52.0,1.1435562805872757,895.0,1.4600326264274062,-122.25
2.8406,34.0,1.0698714365567357,2689.0,1.5030743432084963,-122.26
4.9306,52.0,0.9221311475409836,674.0,2.762295081967213,-122.24
3.2727,52.0,1.0570175438596492,709.0,1.5548245614035088,-122.24
3.1691,52.0,1.0900473933649288,686.0,1.6255924170616114,-122.25
3.9,52.0,1.0459610027855153,1444.0,2.011142061281337,-122.24
3.9063,28.0,1.0660847880299251,1520.0,1.8952618453865338,-122.25
5.0917,52.0,1.1422924901185771,550.0,2.1739130434782608,-122.25
2.6429,32.0,1.0743639921722115,1806.0,1.7671232876712328,-122.25
3.0233,26.0,0.9827444535743632,1749.0,1.4371405094494658,-122.25
3.1484,52.0,1.0770712909441233,939.0,1.8092485549132948,-122.25
3.4722,35.0,1.014218009478673,675.0,1.599526066350711,-122.25
3.1429,52.0,0.9862542955326461,534.0,1.8350515463917525,-122.25
2.4234,28.0,1.053582179409994,2558.0,1.5400361228175798,-122.25
3.0897,52.0,1.0655737704918034,1786.0,1.7222757955641272,-122.25
5.8596,50.0,1.0697050938337802,970.0,2.6005361930294906,-122.23
5.2868,47.0,0.9360824742268041,1098.0,2.263917525773196,-122.23
5.956,41.0,1.0797872340425532,794.0,2.1117021276595747,-122.24
4.9643,37.0,1.148936170212766,98.0,2.0851063829787235,-122.24
6.3434,52.0,1.0198511166253101,1061.0,2.632754342431762,-122.23
5.1773,52.0,1.0342342342342343,1177.0,2.120720720720721,-122.24
7.2354,52.0,0.9945504087193461,901.0,2.455040871934605,-122.24
5.457,28.0,1.096234309623431,2031.0,2.1244769874476988,-122.22
7.5,50.0,0.9874739039665971,1031.0,2.152400835073069,-122.22
6.0194,44.0,1.0,1358.0,2.274706867671692,-122.21
7.5544,40.0,1.0305810397553516,1616.0,2.470948012232416,-122.21
6.0666,30.0,1.0087463556851313,844.0,2.4606413994169096,-122.2
7.0548,34.0,0.9879032258064516,1140.0,2.2983870967741935,-122.21
11.6017,18.0,1.0824742268041236,533.0,2.747422680412371,-122.19
7.4882,35.0,1.0383747178329572,1072.0,2.419864559819413,-122.2
6.8976,34.0,1.0287206266318538,1627.0,2.1240208877284594,-122.21
8.2049,28.0,0.968421052631579,463.0,2.4368421052631577,-122.19
8.401,26.0,1.0568720379146919,542.0,2.5687203791469195,-122.2
6.8538,29.0,1.0074349442379182,661.0,2.45724907063197,-122.19
8.317,32.0,1.0038022813688212,635.0,2.414448669201521,-122.19
7.0175,37.0,1.0284090909090908,420.0,2.3863636363636362,-122.2
6.3302,39.0,1.068,1265.0,2.53,-122.2
6.3624,30.0,0.7307692307692307,126.0,2.423076923076923,-122.18
7.0549,52.0,0.9514285714285714,813.0,2.322857142857143,-122.21
6.7851,45.0,1.0234741784037558,1067.0,2.504694835680751,-122.2
2.8929,50.0,1.0960144927536233,1260.0,2.282608695652174,-122.21
3.0812,38.0,1.0985626283367556,951.0,1.9527720739219712,-122.21
5.2402,52.0,0.9464285714285714,510.0,2.2767857142857144,-122.21
6.5217,52.0,1.0876623376623376,765.0,2.4837662337662336,-122.22
3.2632,52.0,1.0108695652173914,1129.0,2.4543478260869565,-122.22
3.0298,52.0,1.0521541950113378,1073.0,2.433106575963719,-122.22
4.5428,52.0,1.050485436893204,1185.0,2.3009708737864076,-122.22
4.072,52.0,0.9970588235294118,756.0,2.223529411764706,-122.22
5.3509,52.0,1.0287907869481765,1034.0,1.9846449136276392,-122.22
3.1603,52.0,1.0588235294117647,787.0,1.7145969498910676,-122.23
4.7708,52.0,1.0751173708920188,612.0,2.8732394366197185,-122.23
8.1564,52.0,1.0578947368421052,1021.0,2.6868421052631577,-122.22
8.8793,52.0,1.1317829457364341,861.0,3.3372093023255816,-122.23
6.8591,52.0,0.9571865443425076,953.0,2.914373088685015,-122.24
6.0302,52.0,0.9296875,634.0,2.4765625,-122.24
7.508,52.0,1.0369318181818181,878.0,2.4943181818181817,-122.23
2.7477,52.0,1.1387163561076605,918.0,1.9006211180124224,-122.24
2.1944,52.0,0.96,360.0,2.057142857142857,-122.24
3.0149,52.0,1.0450819672131149,1197.0,2.4528688524590163,-122.25
3.675,52.0,0.9691119691119691,1048.0,2.023166023166023,-122.24
3.225,46.0,1.1178045515394912,1373.0,1.8380187416331994,-122.25
2.9345,42.0,1.0492610837438423,1715.0,1.6896551724137931,-122.25
2.1429,43.0,1.0969529085872576,1359.0,1.8822714681440442,-122.25
1.6121,41.0,1.1355932203389831,1062.0,2.5714285714285716,-122.25
1.3929,29.0,1.1177231565329884,1335.0,1.7270375161707632,-122.25
2.3173,27.0,1.1468531468531469,1171.0,2.7296037296037294,-122.24
1.7772,45.0,1.1434782608695653,1475.0,3.2065217391304346,-122.25
2.6458,50.0,0.9591836734693877,742.0,3.7857142857142856,-122.25
2.181,52.0,1.0771349862258952,1086.0,2.9917355371900825,-122.25
2.2303,36.0,1.1160220994475138,1645.0,3.029465930018416,-122.25
1.6504,43.0,1.0046583850931676,1710.0,2.6552795031055902,-122.25
2.2697,52.0,1.0,731.0,3.206140350877193,-122.24
2.1563,52.0,1.07492795389049,1118.0,3.2219020172910664,-122.24
2.1348,52.0,1.1880597014925374,1006.0,3.002985074626866,-122.24
2.6292,47.0,1.0613718411552346,1213.0,2.1895306859205776,-122.24
2.3833,52.0,1.1245136186770428,772.0,3.0038910505836576,-122.23
2.957,52.0,1.0473815461346634,1321.0,3.29426433915212,-122.24
2.5238,49.0,1.106351550960118,1487.0,2.1964549483013296,-122.24
1.9375,52.0,0.989247311827957,488.0,2.6236559139784945,-122.23
1.9028,51.0,1.0561224489795917,949.0,2.420918367346939,-122.23
2.25,50.0,1.1566265060240963,1149.0,2.7686746987951807,-122.23
2.3929,52.0,1.0678571428571428,844.0,3.0142857142857142,-122.23
2.1917,43.0,1.091795288383428,4367.0,3.5475223395613322,-122.23
2.9357,52.0,0.9587378640776699,1659.0,4.026699029126213,-122.23
1.8854,30.0,1.0038022813688212,1011.0,3.844106463878327,-122.23
2.1638,39.0,1.1079691516709511,1464.0,3.763496143958869,-122.24
2.125,47.0,1.3036303630363035,1237.0,4.082508250825082,-122.24
3.375,52.0,1.0714285714285714,647.0,3.8511904761904763,-122.24
2.2542,43.0,1.0532212885154062,1284.0,3.596638655462185,-122.24
2.1,51.0,0.7818181818181819,228.0,4.1454545454545455,-122.25
1.6,39.0,1.048780487804878,381.0,3.097560975609756,-122.25
3.625,52.0,1.0440528634361232,846.0,3.7268722466960353,-122.25
1.6929,20.0,1.1523668639053255,1659.0,2.4541420118343193,-122.26
1.6471,52.0,0.927536231884058,520.0,3.7681159420289854,-122.22
2.59,52.0,1.162162162162162,866.0,3.3436293436293436,-122.22
2.57,52.0,1.1256830601092895,612.0,3.3442622950819674,-122.23
2.6429,52.0,1.1587301587301588,415.0,3.2936507936507935,-122.23
3.0257,52.0,1.0093896713615023,994.0,4.666666666666667,-122.23
1.4886,50.0,1.1111111111111112,1525.0,3.19706498951782,-122.22
1.9338,43.0,1.0776255707762556,1506.0,3.4383561643835616,-122.23
1.4844,52.0,1.011764705882353,1008.0,3.9529411764705884,-122.23
1.6009,44.0,1.0985352862849533,2813.0,3.745672436750999,-122.23
2.0375,48.0,1.154518950437318,1481.0,4.317784256559767,-122.23
2.293,49.0,0.9908675799086758,859.0,3.922374429223744,-122.23
2.1494,37.0,1.0975143403441683,1608.0,3.074569789674952,-122.22
1.6198,30.0,1.0357142857142858,425.0,3.0357142857142856,-122.23
1.3281,40.0,1.0815217391304348,564.0,3.0652173913043477,-122.23
3.5156,44.0,1.1544117647058822,961.0,3.5330882352941178,-122.22
3.9048,52.0,1.0072992700729928,2273.0,3.318248175182482,-122.22
3.0893,52.0,0.9743589743589743,600.0,3.076923076923077,-122.21
2.6042,46.0,1.0910815939278937,1647.0,3.1252371916508537,-122.22
2.5,49.0,1.0613207547169812,1201.0,2.832547169811321,-122.22
2.7969,38.0,1.078907435508346,2167.0,3.2883156297420335,-122.22
2.8321,29.0,1.1058823529411765,939.0,2.761764705882353,-122.2
2.9583,47.0,1.0513698630136987,859.0,2.941780821917808,-122.21
2.8365,34.0,1.0794573643410852,1517.0,2.939922480620155,-122.21
2.875,35.0,1.0595854922279793,1143.0,2.961139896373057,-122.21
3.0682,39.0,1.0775862068965518,1109.0,2.3900862068965516,-122.21
3.0757,39.0,1.0022421524663676,1221.0,2.7376681614349776,-122.21
4.9559,43.0,1.0967032967032968,1115.0,2.4505494505494507,-122.2
4.7721,52.0,1.0932835820895523,706.0,2.6343283582089554,-122.2
3.4861,52.0,1.0070821529745042,1883.0,2.6671388101983005,-122.21
5.1184,41.0,1.0411764705882354,804.0,2.364705882352941,-122.2
4.0977,48.0,1.0436507936507937,506.0,2.007936507936508,-122.21
4.744,48.0,1.088235294117647,610.0,2.563025210084034,-122.19
4.2727,46.0,1.0271084337349397,768.0,2.3132530120481927,-122.19
2.9844,50.0,1.059782608695652,462.0,2.510869565217391,-122.19
4.1739,40.0,1.0893617021276596,667.0,2.8382978723404255,-122.2
3.8487,46.0,1.0150375939849625,1059.0,2.654135338345865,-122.2
4.0114,52.0,0.9783393501805054,637.0,2.299638989169675,-122.19
4.6563,45.0,0.9933920704845814,1106.0,2.436123348017621,-122.19
2.9297,28.0,1.1375186846038865,1737.0,2.596412556053812,-122.19
2.3036,35.0,1.176923076923077,1009.0,2.5871794871794873,-122.2
2.6667,49.0,0.9285714285714286,737.0,3.5095238095238095,-122.2
2.619,44.0,0.9205702647657841,1354.0,2.7576374745417516,-122.2
2.4167,45.0,1.1244725738396624,1530.0,3.2278481012658227,-122.21
2.7788,45.0,1.1,1410.0,2.9375,-122.2
2.7352,46.0,0.8927943760984183,1390.0,2.4428822495606326,-122.21
1.8472,52.0,1.1152416356877324,1065.0,3.95910780669145,-122.21
2.6583,52.0,0.9142857142857143,792.0,3.23265306122449,-122.21
3.0536,49.0,0.9959183673469387,779.0,3.179591836734694,-122.21
2.3906,44.0,1.1639344262295082,2269.0,3.719672131147541,-122.22
1.7188,43.0,1.1302211302211302,1227.0,3.0147420147420148,-122.21
2.625,47.0,1.0290456431535269,753.0,3.12448132780083,-122.21
2.8015,40.0,0.8444444444444444,547.0,4.051851851851852,-122.22
1.7276,50.0,1.075,1807.0,4.1068181818181815,-122.22
2.0801,44.0,1.0383838383838384,1700.0,3.4343434343434343,-122.22
2.489,51.0,1.178117048346056,1543.0,3.926208651399491,-122.22
1.7546,52.0,1.0466666666666666,1085.0,3.6166666666666667,-122.21
4.0904,52.0,1.2627737226277371,353.0,2.576642335766423,-122.21
2.6765,52.0,1.0268456375838926,473.0,3.174496644295302,-122.21
2.4338,49.0,1.031055900621118,1621.0,3.3561076604554865,-122.2
2.3309,46.0,1.0593220338983051,1183.0,3.34180790960452,-122.21
2.2604,43.0,1.184115523465704,836.0,3.0180505415162453,-122.21
1.8039,42.0,0.9657794676806084,900.0,3.4220532319391634,-122.19
2.2562,39.0,1.111731843575419,1888.0,3.515828677839851,-122.2
2.0562,41.0,1.217008797653959,1024.0,3.002932551319648,-122.2
3.5398,52.0,1.0472813238770686,1225.0,2.895981087470449,-122.2
3.1167,39.0,1.0611702127659575,1071.0,2.848404255319149,-122.2
2.5401,50.0,1.066137566137566,1128.0,2.984126984126984,-122.2
2.898,43.0,1.037190082644628,1537.0,3.175619834710744,-122.2
2.3125,44.0,1.0534351145038168,1240.0,3.1552162849872776,-122.21
2.875,52.0,1.0714285714285714,469.0,2.7916666666666665,-122.19
3.3715,52.0,1.0070588235294118,1086.0,2.5552941176470587,-122.19
3.5114,52.0,1.0671462829736211,1144.0,2.7434052757793763,-122.19
4.3125,52.0,1.1066666666666667,1109.0,2.957333333333333,-122.19
3.22,52.0,1.075880758807588,984.0,2.6666666666666665,-122.19
3.875,33.0,0.6595744680851063,575.0,12.23404255319149,-122.18
5.2328,49.0,0.9808612440191388,496.0,2.373205741626794,-122.19
3.7262,52.0,1.0157894736842106,555.0,2.9210526315789473,-122.19
4.5893,45.0,1.0152905198776758,869.0,2.6574923547400613,-122.2
5.2578,39.0,0.8962264150943396,236.0,2.2264150943396226,-122.18
7.0875,41.0,1.088785046728972,626.0,2.925233644859813,-122.18
3.9712,46.0,1.1762917933130699,922.0,2.802431610942249,-122.18
2.9514,47.0,0.94921875,582.0,2.2734375,-122.19
2.6667,50.0,1.0796019900497513,546.0,2.716417910447761,-122.19
5.4446,37.0,0.9849624060150376,620.0,2.330827067669173,-122.18
6.2838,34.0,1.0,442.0,2.2666666666666666,-122.18
6.7527,23.0,1.024390243902439,955.0,2.9115853658536586,-122.18
7.0712,24.0,0.9783950617283951,916.0,2.8271604938271606,-122.13
5.9849,22.0,1.0411794611082867,4985.0,2.5343162175902387,-122.16
3.6875,42.0,0.9737827715355806,651.0,2.438202247191011,-122.17
2.875,30.0,1.0611664295874823,1704.0,2.4238975817923185,-122.17
3.4205,43.0,1.0810810810810811,1085.0,2.6658476658476657,-122.18
3.2984,50.0,1.1338028169014085,713.0,2.51056338028169,-122.18
3.875,49.0,0.9779005524861878,468.0,2.585635359116022,-122.17
4.175,52.0,1.0578512396694215,296.0,2.446280991735537,-122.17
4.375,47.0,0.9954128440366973,570.0,2.614678899082569,-122.16
4.7708,48.0,1.0777777777777777,446.0,2.477777777777778,-122.16
3.5739,45.0,1.0338541666666667,968.0,2.5208333333333335,-122.16
3.0958,39.0,1.1044303797468353,857.0,2.712025316455696,-122.16
3.3958,39.0,1.062111801242236,912.0,2.8322981366459627,-122.17
1.871,31.0,1.1792035398230087,1360.0,3.0088495575221237,-122.17
1.9356,41.0,1.0338028169014084,1074.0,3.0253521126760563,-122.17
2.1842,47.0,1.081151832460733,965.0,2.526178010471204,-122.17
2.2917,37.0,1.11875,933.0,2.915625,-122.18
2.4333,38.0,1.1214689265536724,987.0,2.788135593220339,-122.17
1.9479,50.0,1.0609756097560976,907.0,3.686991869918699,-122.18
3.9063,52.0,1.0606060606060606,447.0,2.709090909090909,-122.18
1.8407,49.0,1.0022172949002217,1299.0,2.8802660753880267,-122.18
2.0786,27.0,1.5031847133757963,396.0,2.522292993630573,-122.18
2.8125,42.0,0.9589552238805971,877.0,3.2723880597014925,-122.18
1.8913,43.0,1.111716621253406,1111.0,3.02724795640327,-122.18
1.7056,49.0,1.0483271375464684,790.0,2.936802973977695,-122.19
2.2768,52.0,0.9873646209386282,1479.0,2.6696750902527078,-122.18
3.2552,51.0,1.0753424657534247,1173.0,2.6780821917808217,-122.18
2.0556,52.0,0.9890710382513661,1029.0,2.8114754098360657,-122.18
2.4659,52.0,1.1171428571428572,1030.0,2.942857142857143,-122.19
1.75,47.0,0.9283154121863799,826.0,2.960573476702509,-122.2
2.0469,41.0,1.1233480176211454,1412.0,3.1101321585903086,-122.19
2.7159,45.0,1.1260744985673352,1132.0,3.2435530085959887,-122.19
1.2083,41.0,1.3018867924528301,522.0,3.2830188679245285,-122.19
1.925,45.0,1.0042194092827004,630.0,2.6582278481012658,-122.19
1.5809,36.0,0.9924812030075187,531.0,3.992481203007519,-122.2
1.4097,37.0,1.103448275862069,1925.0,2.886056971514243,-122.2
0.7683,38.0,1.0541310541310542,1144.0,3.259259259259259,-122.19
1.3194,19.0,1.0865384615384615,1481.0,2.848076923076923,-122.19
0.8012,28.0,1.1666666666666667,435.0,2.685185185185185,-122.19
1.9479,26.0,0.9801980198019802,984.0,3.2475247524752477,-122.19
1.1765,36.0,1.3333333333333333,567.0,3.5660377358490565,-122.19
2.3456,42.0,1.2520325203252032,380.0,3.089430894308943,-122.18
2.1538,44.0,1.0368852459016393,825.0,3.3811475409836067,-122.19
2.5139,43.0,0.9483870967741935,417.0,2.6903225806451614,-122.19
1.2625,45.0,1.0139372822299653,801.0,2.7909407665505226,-122.19
2.9063,42.0,1.0858585858585859,646.0,3.2626262626262625,-122.18
2.5192,43.0,1.0280701754385966,855.0,3.0,-122.18
2.1111,44.0,0.875,435.0,3.198529411764706,-122.18
2.455,42.0,1.1205128205128205,2736.0,3.5076923076923077,-122.18
2.4028,41.0,1.0748792270531402,1481.0,3.577294685990338,-122.17
2.15,47.0,0.9781021897810219,327.0,2.386861313868613,-122.17
2.4776,43.0,1.0782122905027933,494.0,2.7597765363128492,-122.17
2.1587,43.0,1.0879765395894427,1231.0,3.6099706744868034,-122.17
1.8438,35.0,1.1559633027522935,323.0,2.963302752293578,-122.18
3.0298,46.0,1.0044444444444445,749.0,3.328888888888889,-122.17
2.25,46.0,1.0280898876404494,693.0,3.893258426966292,-122.17
2.2467,46.0,1.1045197740112995,1339.0,3.7824858757062145,-122.18
4.0469,45.0,0.95,282.0,3.525,-122.18
1.325,46.0,1.117948717948718,621.0,3.1846153846153844,-122.18
1.6196,38.0,1.0772200772200773,732.0,2.8262548262548264,-122.17
2.1731,45.0,1.0038461538461538,901.0,3.4653846153846155,-122.18
1.9167,36.0,1.7533333333333334,482.0,3.2133333333333334,-122.19
2.069,43.0,1.0938967136150235,652.0,3.0610328638497655,-122.18
1.712,36.0,1.2891566265060241,651.0,3.9216867469879517,-122.18
2.5625,33.0,1.0734265734265733,999.0,3.493006993006993,-122.17
1.9821,43.0,1.0457516339869282,907.0,2.9640522875816995,-122.17
2.5043,41.0,1.1782608695652175,828.0,3.6,-122.17
2.3281,44.0,0.9763779527559056,763.0,3.0039370078740157,-122.17
1.4375,48.0,1.1174785100286533,935.0,2.679083094555874,-122.17
2.5122,45.0,1.06198347107438,1437.0,2.96900826446281,-122.16
1.5625,38.0,1.2946058091286308,1516.0,3.145228215767635,-122.16
3.1587,47.0,1.1405405405405404,597.0,3.227027027027027,-122.17
1.8426,40.0,1.0029239766081872,949.0,2.7748538011695905,-122.17
4.6696,46.0,1.0165562913907285,881.0,2.9172185430463577,-122.16
2.4598,36.0,1.1059730250481696,1438.0,2.770712909441233,-122.16
6.0749,39.0,1.0592592592592593,763.0,2.825925925925926,-122.15
4.8304,27.0,1.028169014084507,1297.0,3.6535211267605634,-122.14
5.5701,34.0,1.09478672985782,545.0,2.5829383886255926,-122.14
5.37,26.0,0.9212007504690432,1222.0,2.292682926829268,-122.13
6.86,33.0,1.1917808219178083,808.0,3.689497716894977,-122.12
7.6923,28.0,1.018348623853211,329.0,3.018348623853211,-122.12
4.0313,36.0,0.963302752293578,299.0,2.743119266055046,-122.14
6.8323,33.0,0.9900990099009901,579.0,2.866336633663366,-122.14
4.975,30.0,1.08,137.0,2.74,-122.13
5.3602,36.0,1.0,229.0,2.4623655913978495,-122.13
5.0,41.0,1.0277777777777777,1476.0,2.2777777777777777,-122.13
2.925,46.0,1.0454545454545454,429.0,2.7857142857142856,-122.16
3.8913,40.0,1.003921568627451,849.0,3.3294117647058825,-122.15
3.225,44.0,1.2054380664652569,946.0,2.8580060422960725,-122.15
3.1458,41.0,0.9319371727748691,571.0,2.9895287958115184,-122.15
2.537,24.0,1.1761658031088082,1137.0,2.9455958549222796,-122.16
2.5568,44.0,0.9703703703703703,378.0,2.8,-122.16
3.5083,43.0,1.0110294117647058,853.0,3.136029411764706,-122.15
3.3125,49.0,0.9822695035460993,764.0,2.7092198581560285,-122.15
1.8235,40.0,1.1264367816091954,928.0,3.5555555555555554,-122.16
3.8047,35.0,1.0526315789473684,406.0,3.0526315789473686,-122.16
2.2917,34.0,1.0035714285714286,824.0,2.942857142857143,-122.17
2.4962,37.0,1.1081081081081081,835.0,3.223938223938224,-122.17
4.0417,43.0,1.0169491525423728,826.0,2.8,-122.16
3.4844,46.0,0.8578199052132701,567.0,2.6872037914691944,-122.16
4.1458,52.0,1.0208333333333333,355.0,2.4652777777777777,-122.16
2.625,47.0,1.3433734939759037,533.0,3.210843373493976,-122.16
2.0227,44.0,1.1116279069767443,609.0,2.832558139534884,-122.16
3.3333,49.0,1.0084745762711864,576.0,2.440677966101695,-122.29
5.338,52.0,0.9195804195804196,594.0,2.076923076923077,-122.29
3.4732,52.0,1.1193633952254642,870.0,2.3076923076923075,-122.29
3.5125,38.0,1.0255402750491158,1027.0,2.017681728880157,-122.3
3.1375,52.0,1.0705521472392638,693.0,2.125766871165644,-122.29
2.8036,46.0,1.072,815.0,2.1733333333333333,-122.3
4.5824,15.0,1.057591623036649,2420.0,2.1116928446771377,-122.3
3.0208,36.0,1.0615942028985508,518.0,1.8768115942028984,-122.3
4.0875,52.0,1.029090909090909,620.0,2.2545454545454544,-122.3
4.5268,42.0,1.093984962406015,551.0,2.0714285714285716,-122.33
